"popularity","runtime","title","vote_average","Action","Comedy","Drama","Animation","Thriller","Romance","budget_mil","revenue_mil","original_language_en","year"
30.920075,120,"K-PAX",7.1,0,0,1,0,0,0,48,50.31514,1,2001
11.940711,118,"Kate & Leopold",6,0,1,0,0,0,1,0,0,1,2001
19.348007,93,"Bedazzled",5.6,0,1,0,0,0,1,48,90.383208,1,2000
8.59075,127,"The Cotton Club",6.6,0,0,1,0,0,1,58,25.928721,1,1984
88.844777,109,"Taken 3",6.1,1,0,0,0,1,0,48,325.771424,1,2014
16.000178,123,"Out of Sight",6.5,0,1,0,0,0,1,48,77.745568,1,1998
19.525659,96,"The Cable Guy",5.7,0,1,1,0,1,0,47,102.825796,1,1996
1.246883,101,"Earth",6.6,0,0,1,0,0,0,0,0.528972,0,1998
7.859226,103,"Dick Tracy",5.9,1,1,0,0,1,0,47,103.738726,1,1990
18.102572,113,"The Thomas Crown Affair",6.6,0,0,1,0,0,1,48,124.305181,1,1999
7.226115,132,"Riding in Cars with Boys",6.5,0,1,1,0,0,1,48,35.743308,1,2001
63.071046,93,"First Blood",7.2,1,0,0,0,1,0,15,125.212904,1,1982
24.132271,167,"Solaris",7.7,0,0,1,0,0,0,0,0,0,1972
10.410933,75,"Happily N'Ever After",4.6,0,1,0,1,0,0,47,38.085778,1,2006
6.067212,104,"Mary Reilly",5.7,0,0,1,0,1,1,47,12.379402,1,1996
15.401855,105,"My Best Friend's Wedding",6.3,0,1,0,0,0,1,38,299.288605,1,1997
10.698929,102,"America's Sweethearts",5.5,0,1,0,0,0,1,0,0,1,2001
41.322708,118,"Insomnia",6.8,0,0,0,0,1,0,46,113.71483,1,2002
25.6713,111,"Star Trek: First Contact",7,1,0,0,0,1,0,46,150,1,1996
22.581313,80,"Jonah Hex",4.4,1,0,1,0,1,0,47,10.539,1,2010
12.971122,117,"Courage Under Fire",6.2,0,0,1,0,1,0,46,100.860818,1,1996
26.721386,86,"Liar Liar",6.4,0,1,0,0,0,0,45,181,1,1997
24.672234,127,"The Infiltrator",6.6,0,0,1,0,1,0,25,15.436808,1,2016
0.146783,140,"Inchon",6.5,0,0,1,0,0,0,46,5.2,1,1981
28.964162,91,"The Flintstones",5,0,1,0,0,0,0,46,341.631208,1,1994
49.353524,91,"Taken 2",6.1,1,0,0,0,1,0,45,376.141306,1,2012
36.585509,84,"Scary Movie 3",5.8,0,1,0,0,0,0,48,220.673217,1,2003
32.624355,111,"Miss Congeniality",6.1,1,1,0,0,0,0,45,212,1,2000
53.090422,93,"Journey to the Center of the Earth",5.8,1,1,0,0,0,0,45,101.70206,1,2008
30.002907,113,"The Princess Diaries 2: Royal Engagement",6,0,1,1,0,0,1,40,95.149435,1,2004
17.923254,141,"The Pelican Brief",6.3,0,0,1,0,1,0,45,195.268056,1,1993
17.746719,119,"The Client",6.4,0,0,1,0,1,0,45,117.615211,1,1994
31.305336,97,"The Bucket List",7,0,1,1,0,0,0,45,175.372502,1,2007
19.637704,117,"Patriot Games",6.3,1,0,1,0,1,0,45,178.051587,1,1992
10.411996,101,"Monster-in-Law",5.6,0,1,0,0,0,1,43,154.749918,1,2005
88.496873,153,"Prisoners",7.9,0,0,1,0,1,0,46,122.126687,1,2013
52.081131,122,"Training Day",7.3,1,0,1,0,1,0,45,104.876233,1,2001
30.816341,102,"Galaxy Quest",6.9,0,1,0,0,0,0,45,90.683916,1,1999
35.376971,83,"Scary Movie 2",5.4,0,1,0,0,0,0,45,141.220678,1,2001
17.047276,103,"The Muppets",6.5,0,1,0,0,0,0,45,165.184237,1,2011
43.815492,120,"Blade",6.5,1,0,0,0,0,0,45,131.18353,1,1998
23.234651,136,"Coach Carter",7.3,0,0,1,0,0,0,30,76.669806,1,2005
17.270539,89,"Changing Lanes",5.9,1,0,0,0,1,0,45,94.935764,1,2002
27.684779,89,"Anaconda",4.7,0,0,0,0,1,0,45,136.885767,1,1997
26.79781,100,"Coyote Ugly",5.8,0,1,0,0,0,0,45,113.916474,1,2000
37.073127,135,"Love Actually",7,0,1,1,0,0,1,40,244.931766,1,2003
87.350802,95,"A Bug's Life",6.8,0,1,0,1,0,0,120,363.258859,1,1998
26.134678,122,"From Hell",6.6,0,0,0,0,1,0,35,74.558115,1,2001
16.582709,110,"The Specialist",5.5,1,0,0,0,1,0,45,170.362582,1,1994
10.731574,135,"Tin Cup",5.9,0,1,1,0,0,1,45,53.854588,1,1996
2.094151,111,"Yours, Mine and Ours",6.2,0,1,1,0,0,0,0,0,1,1968
8.99269,95,"Kicking & Screaming",5.6,0,1,0,0,0,1,45,56.070433,1,2005
51.742065,109,"The Hitchhiker's Guide to the Galaxy",6.6,0,1,0,0,0,0,50,104.478416,1,2005
7.157635,93,"Fat Albert",4.3,0,1,1,0,0,0,0,0,1,2004
12.06538,94,"Resident Evil: Extinction",6.1,1,0,0,0,0,0,45,148.412065,1,2007
44.120328,117,"Blended",6.6,0,1,0,0,0,0,40,123.49461,1,2014
6.156015,112,"Last Holiday",6.4,0,1,1,0,0,0,45,38.399961,1,2006
12.362876,111,"The River Wild",6.1,1,0,0,0,1,0,45,0,1,1994
31.856589,131,"Savages",6.2,0,0,1,0,1,0,45,82.966152,1,2012
24.459948,94,"Cellular",6.1,1,0,0,0,1,0,25,56.422687,1,2004
28.029015,88,"Johnny English",6,1,1,0,0,0,0,40,160.583018,1,2003
20.239061,88,"The Ant Bully",5.5,0,1,0,1,0,0,50,55.181129,1,2006
25.876582,137,"Dune",6.5,1,0,0,0,0,0,40,30.92569,1,1984
11.872841,133,"Across the Universe",7.1,0,0,1,0,0,1,0,0,1,2007
20.360549,119,"Revolutionary Road",6.7,0,0,1,0,0,1,35,75.225693,1,2008
32.31022,105,"16 Blocks",6.2,1,0,0,0,1,0,55,65.664721,1,2006
27.568194,101,"Babylon A.D.",5.4,1,0,0,0,1,0,70,72.108608,1,2008
6.250282,92,"The Glimmer Man",4.7,1,0,1,0,1,0,45,0,1,1996
11.120344,117,"Multiplicity",5.5,0,1,0,0,0,0,45,0,1,1996
13.707183,86,"Aliens in the Attic",5.3,0,1,0,0,0,0,45,57.881056,1,2009
12.495436,123,"The Pledge",6.5,0,0,1,0,1,0,35,29.4,1,2001
6.803965,134,"The Producers",6.1,0,1,0,0,0,0,45,38.058335,1,2005
9.025236,100,"The Phantom",4.7,1,0,0,0,0,0,45,17.300889,1,1996
7.524671,117,"All the Pretty Horses",5.8,0,0,1,0,0,1,57,0,1,2000
3.770161,192,"Nixon",7.1,0,0,1,0,0,0,44,13.681765,1,1995
21.118196,128,"The Ghost Writer",6.7,0,0,0,0,1,0,45,60.222298,1,2010
6.513856,106,"Deep Rising",6,1,0,0,0,0,0,45,11.203026,1,1998
11.387408,160,"Miracle at St. Anna",6.3,0,0,1,0,0,0,45,9.323833,1,2008
9.950505,114,"Curse of the Golden Flower",6.6,1,0,1,0,0,0,0.00011,0,0,2006
14.813057,99,"Bangkok Dangerous",5,1,0,0,0,1,0,45,42.48739,1,2008
5.201688,85,"Big Trouble",6.3,1,1,0,0,1,0,40,8.49389,1,2002
5.361699,139,"Love in the Time of Cholera",6.4,0,0,1,0,0,1,45,4.607608,1,2007
3.848893,103,"Shadow Conspiracy",4,1,0,0,0,1,0,45,2.15454,1,1997
35.6585,101,"Johnny English Reborn",6,1,1,0,0,1,0,45,160.078586,1,2011
5.258726,87,"Foodfight!",2.3,1,1,0,1,0,0,65,0.073706,1,2012
62.01056,120,"Argo",7.1,0,0,1,0,1,0,44.5,232.324128,1,2012
54.884297,130,"The Fugitive",7.2,1,0,0,0,1,0,44,368.87576,1,1993
33.747825,110,"The Bounty Hunter",5.5,1,0,0,0,0,0,40,136,1,2010
16.245068,147,"Sleepers",7.3,0,0,1,0,1,0,44,165.615285,1,1996
38.653969,96,"Rambo: First Blood Part II",6.3,1,0,0,0,1,0,44,300.400432,1,1985
3.937352,118,"The Juror",5.5,0,0,1,0,1,0,44,0,1,1996
46.007991,88,"Pinocchio",6.9,0,0,0,1,0,0,2.6,84.3,1,1940
5.380124,219,"Heaven's Gate",6.4,1,0,1,0,0,0,44,3.484331,1,1980
49.020045,106,"Underworld: Evolution",6.4,1,0,0,0,1,0,50,111.340801,1,2006
24.821138,109,"Victor Frankenstein",5.6,0,0,1,0,1,0,40,34.227298,1,2015
19.043286,136,"Finding Forrester",7,0,0,1,0,0,0,43,80.049764,1,2000
5.418921,103,"28 Days",6,0,1,1,0,0,0,43,0,1,2000
25.999888,103,"Unleashed",6.6,1,0,0,0,0,0,45,50.871113,1,2005
18.65632,84,"The Sweetest Thing",5.3,0,1,0,0,0,1,43,68.69677,1,2002
23.736535,154,"The Firm",6.6,0,0,1,0,1,0,42,270.248367,1,1993
21.75433,99,"Charlie St. Cloud",6.8,0,0,1,0,0,0,44,48.190704,1,2010
44.094856,93,"The Mechanic",6.3,1,0,0,0,1,0,40,51.070807,1,2011
62.714026,109,"21 Jump Street",6.7,1,1,0,0,0,0,42,201.585328,1,2012
28.969151,124,"Notting Hill",7,0,1,1,0,0,1,42,363.889678,1,1999
31.789029,84,"Chicken Run",6.5,0,1,0,1,0,0,45,224.834564,1,2000
33.238296,90,"Along Came Polly",5.8,0,1,0,0,0,1,42,171.963386,1,2004
6.420434,117,"Boomerang",5.4,0,1,0,0,0,1,40,70.1,1,1992
37.654688,117,"The Heat",6.5,1,1,0,0,0,0,43,158.67418,1,2013
13.244365,248,"Cleopatra",6.7,0,0,1,0,0,1,31.115,71,1,1963
26.799913,105,"Here Comes the Boom",6,0,1,0,0,0,0,0,73.100172,1,2012
14.046705,115,"High Crimes",6.1,0,0,1,0,1,0,42,63.78181,1,2002
3.844926,126,"The Mirror Has Two Faces",6.5,0,1,1,0,0,1,42,0,1,1996
14.733513,119,"The Mothman Prophecies",6.1,0,0,1,0,0,0,32,55.157539,1,2002
16.122168,83,"Brüno",5.4,0,1,0,0,0,0,42,0,1,2009
28.22119,133,"Licence to Kill",5.9,1,0,0,0,1,0,32,156.167015,1,1989
45.151657,100,"Red Riding Hood",5.6,0,0,0,0,1,0,42,89.162162,1,2011
15.205371,120,"15 Minutes",5.7,1,0,0,0,1,0,60,56.35998,1,2001
14.587367,104,"Super Mario Bros.",4,0,1,0,0,0,0,48,20.915465,1,1993
34.828241,122,"Lord of War",7,0,0,1,0,1,0,42,24.127895,1,2005
23.607392,99,"Hero",7.2,1,0,1,0,0,0,31,177.394432,0,2002
19.438503,91,"One for the Money",5.3,1,1,0,0,0,0,40,36.893721,1,2012
74.168016,112,"The Interview",6.1,1,1,0,0,0,0,44,12.342632,1,2014
7.349497,100,"The Warrior's Way",6.3,1,0,0,0,1,0,42,11.087569,1,2010
7.663515,100,"Micmacs",6.8,1,1,0,0,0,0,33,14,0,2009
32.798571,110,"8 Mile",6.8,0,0,1,0,0,0,41,215,1,2002
5.794466,100,"Why I Did (Not) Eat My Father",5.3,0,1,0,1,0,0,0,0,0,2015
36.670399,132,"A Knight's Tale",6.6,1,0,1,0,0,1,65,117.487473,1,2001
14.653718,88,"The Medallion",5.3,1,1,0,0,1,0,41,0,1,2003
73.085576,107,"The Sixth Sense",7.7,0,0,1,0,1,0,40,672.806292,1,1999
34.041407,102,"Man on a Ledge",6.2,1,0,0,0,1,0,42,46.221189,1,2012
9.419726,100,"The Big Year",5.6,0,1,0,0,0,0,41,7.448385,1,2011
28.456572,126,"The Karate Kid",6.9,0,0,1,0,0,0,8,90.815558,1,1984
49.664128,138,"American Hustle",6.8,0,0,1,0,0,0,40,251.171807,1,2013
36.238968,108,"The Proposal",6.7,0,1,1,0,0,1,40,317.375031,1,2009
19.439386,105,"Double Jeopardy",6.2,0,0,1,0,1,0,70,177.841558,1,1999
43.345252,108,"Back to the Future Part II",7.4,0,1,0,0,0,0,40,332,1,1989
115.241998,89,"Lucy",6.3,1,0,0,0,0,0,40,126.546825,1,2014
98.755657,125,"Fifty Shades of Grey",5.2,0,0,1,0,1,1,40,571.006128,1,2015
21.998734,84,"Spy Kids 3-D: Game Over",4.7,1,1,0,0,0,0,38,197.011982,1,2003
25.219805,149,"A Time to Kill",7,0,0,1,0,1,0,40,152.266007,1,1996
26.516624,98,"Cheaper by the Dozen",6,0,1,0,0,0,0,40,190.212113,1,2003
37.084384,121,"Lone Survivor",7.4,1,0,1,0,1,0,40,149.295601,1,2013
21.661028,128,"A League of Their Own",6.7,0,1,0,0,0,0,40,107.458785,1,1992
69.27822,120,"The Social Network",7.1,0,0,1,0,0,0,40,224.920315,1,2010
26.253357,129,"He's Just Not That Into You",6.2,0,1,1,0,0,1,40,177.259441,1,2009
32.549282,83,"Scary Movie 4",5.3,0,1,0,0,0,0,45,178.26262,1,2006
45.769562,118,"Back to the Future Part III",7.1,0,1,0,0,0,0,40,244.527583,1,1990
36.301202,100,"Get Hard",5.9,0,1,0,0,0,0,40,111.811453,1,2015
45.022964,128,"Dracula",7.1,0,0,0,0,0,1,40,215.862692,1,1992
22.853006,123,"Julie & Julia",6.6,0,0,1,0,0,1,40,129.540499,1,2009
31.884559,128,"42",6.8,0,0,1,0,0,0,40,95.020213,1,2013
31.385257,139,"The Talented Mr. Ripley",7,0,0,1,0,1,0,40,128.798265,1,1999
67.767785,110,"Dumb and Dumber To",5.4,0,1,0,0,0,0,40,169.83701,1,2014
24.287306,120,"Eight Below",6.7,0,0,1,0,0,0,40,120.455994,1,2006
53.114573,121,"The Intern",7.1,0,1,0,0,0,0,35,194.564672,1,2015
25.136082,102,"Ride Along 2",6.1,1,1,0,0,0,0,40,124.827316,1,2016
37.776566,112,"The Last of the Mohicans",7.1,1,0,1,0,0,1,40,75.505856,1,1992
21.743321,152,"Ray",7.2,0,0,1,0,0,0,40,124.731534,1,2004
66.003433,124,"Sin City",7.2,1,0,0,0,1,0,40,158.73382,1,2005
24.862767,90,"Vantage Point",6.2,1,0,1,0,1,0,40,151.161491,1,2008
25.391899,105,"I Love You, Man",6.5,0,1,0,0,0,0,41,91.636986,1,2009
29.854773,114,"Shallow Hal",5.7,0,1,0,0,0,1,40,141.06986,1,2001
26.82041,189,"JFK",7.5,0,0,1,0,1,0,40,205.405498,1,1991
17.61292,99,"Big Momma's House 2",5.4,0,1,0,0,0,0,40,138.259062,1,2006
21.021809,123,"The Mexican",5.8,1,1,0,0,0,1,57,147.845033,1,2001
52.571674,102,"17 Again",6.1,0,1,0,0,0,0,20,136.267476,1,2009
34.519636,109,"The Other Woman",6.2,0,1,0,0,0,1,40,196.781193,1,2014
48.445978,141,"Bridge of Spies",7.2,0,0,1,0,1,0,40,165.478348,1,2015
24.012986,106,"Behind Enemy Lines",6,1,0,1,0,1,0,40,91.753202,1,2001
17.869443,109,"Get Him to the Greek",5.9,0,1,0,0,0,0,40,90.029656,1,2010
14.231899,107,"Shall We Dance?",5.9,0,1,1,0,0,1,50,170.12846,1,2004
23.088571,110,"Small Soldiers",6.2,1,1,0,0,0,0,40,54.682547,1,1998
19.833664,96,"Spawn",5,1,0,0,0,1,0,40,87.840042,1,1997
26.595983,131,"The Count of Monte Cristo",7.3,1,0,1,0,1,0,35,75.395048,1,2002
26.072228,119,"The Lincoln Lawyer",7,0,0,1,0,1,0,40,85.412898,1,2011
38.643914,113,"Unknown",6.5,1,0,0,0,1,0,30,130.786397,1,2011
74.440708,130,"The Prestige",8,0,0,1,0,1,0,40,109.676311,1,2006
82.185281,108,"Horrible Bosses 2",6.1,0,1,0,0,0,0,42,107.670357,1,2014
18.14218,89,"Escape from Planet Earth",5.7,0,1,0,1,0,0,40,74.597643,1,2013
41.570047,139,"Apocalypto",7.3,1,0,1,0,1,0,40,120.17529,1,2006
23.331459,130,"The Living Daylights",6.2,1,0,0,0,1,0,40,191.185897,1,1987
47.649554,107,"Predators",6,1,0,0,0,1,0,40,126.248813,1,2010
7.519433,116,"Legal Eagles",5.8,0,1,1,0,1,1,0,0,1,1986
32.908414,96,"Secret Window",6.4,0,0,0,0,1,0,40,92.913171,1,2004
29.88736,99,"The Lake House",6.5,0,0,1,0,0,1,40,114.830111,1,2006
29.105407,104,"The Skeleton Key",6.4,0,0,1,0,1,0,43,91.974818,1,2005
16.394452,105,"The Odd Life of Timothy Green",6.5,0,1,1,0,0,0,0,51.854875,1,2012
19.574774,101,"Made of Honor",6,0,1,0,0,0,1,40,84.601681,1,2008
14.199933,134,"Jersey Boys",6.8,0,0,1,0,0,0,40,67.347013,1,2014
12.229516,135,"The Rainmaker",6.7,0,0,1,0,1,0,40,45.916769,1,1997
27.303608,98,"Gothika",5.8,0,0,0,0,1,0,40,141.591324,1,2003
3.698276,155,"Amistad",6.8,0,0,1,0,0,0,36,74,1,1997
39.381913,94,"Aliens vs Predator: Requiem",4.9,1,0,0,0,1,0,40,41.797066,1,2007
14.398356,95,"Ri¢hie Ri¢h",5.4,0,1,0,0,0,0,40,0,1,1994
8.680334,103,"Autumn in New York",5.7,0,0,1,0,0,1,65,0,1,2000
17.659032,96,"Music and Lyrics",6.2,0,1,0,0,0,1,40,145.896422,1,2007
43.151268,104,"Paul",6.5,0,1,0,0,0,0,40,97.55205,1,2011
15.283444,95,"The Guilt Trip",5.4,0,1,0,0,0,0,40,41.863726,1,2012
25.580272,123,"8MM",6.1,0,0,0,0,1,0,40,96.618699,1,1999
10.794175,140,"The Doors",6.7,0,0,1,0,0,0,38,34.416893,1,1991
72.641296,97,"Sex Tape",5.3,0,1,0,0,0,0,40,126.069509,1,2014
3.415534,94,"Hanging Up",5,0,1,1,0,0,0,40,36.037909,1,2000
6.786117,102,"Mickey Blue Eyes",5.3,0,1,0,0,0,1,0,0,1,1999
24.313684,122,"Pay It Forward",7,0,0,1,0,0,1,40,55.707411,1,2000
9.965073,103,"Fever Pitch",5.9,0,1,1,0,0,1,30,50.451307,1,2005
15.055732,102,"Drillbit Taylor",5.5,0,1,0,0,0,0,40,0,1,2008
32.808675,116,"A Million Ways to Die in the West",5.8,0,1,0,0,0,0,0,0,1,2014
8.178203,108,"The Shadow",5.4,1,0,0,0,1,0,25,48.063435,1,1994
31.066874,129,"Extremely Loud & Incredibly Close",6.9,0,0,1,0,0,0,40,55.247881,1,2011
22.491388,102,"Morning Glory",6.1,0,1,1,0,0,1,40,58.78518,1,2010
12.885985,117,"Get Rich or Die Tryin'",6.3,0,0,1,0,0,0,40,46.442528,1,2005
7.832337,117,"The Art of War",5.6,1,0,0,0,0,0,40,30.199105,1,2000
10.433667,135,"Rent",6.7,0,0,1,0,0,1,40,31.67062,1,2005
3.321949,107,"Bless the Child",4.9,0,0,1,0,1,0,40,0,1,2000
4.842626,90,"The Out-of-Towners",5,0,1,0,0,0,0,75,29,1,1999
3.296933,104,"The Musketeer",5.2,1,0,1,0,0,0,40,27.053815,1,2001
22.939557,115,"The Other Boleyn Girl",6.4,0,0,1,0,0,0,35,0,1,2008
19.372805,119,"Sweet November",6.4,0,0,1,0,0,1,40,65.754228,1,2001
17.002096,110,"Mean Streets",7.2,0,0,1,0,0,0,0.5,3,1,1973
4.516953,128,"Renaissance Man",5.9,0,1,0,0,0,0,40,24.332324,1,1994
33.785969,108,"Colombiana",6.5,1,0,1,0,1,0,40,60.965854,1,2011
16.059443,86,"Quest for Camelot",6.9,0,0,1,1,0,1,40,38.1725,1,1998
3.476966,108,"City By The Sea",5.7,0,0,1,0,0,0,40,22.433915,1,2002
5.778724,128,"At First Sight",5.9,0,0,1,0,0,1,0,0,1,1999
7.360793,84,"Torque",4.7,1,0,0,0,0,0,40,46.546197,1,2004
3.621837,111,"City Hall",6,0,0,1,0,1,0,0,0,1,1996
14.513305,128,"Showgirls",4.9,0,0,1,0,0,0,45,20.350754,1,1995
22.364549,123,"Marie Antoinette",6.5,0,0,1,0,0,0,40,60.47434,1,2006
6.90894,101,"Kiss of Death",5.7,1,0,1,0,1,0,40,0,1,1995
4.494788,102,"Get Carter",4.8,1,0,1,0,1,0,63.6,19.412993,1,2000
47.559928,113,"The Impossible",7,0,0,1,0,1,0,42,180.274123,1,2012
2.410546,107,"Ishtar",4.2,1,1,0,0,0,0,55,14.375181,1,1987
41.258956,87,"Fantastic Mr. Fox",7.5,0,1,0,1,0,0,40,46.471023,1,2009
8.980846,103,"Life or Something Like It",5.7,0,1,1,0,0,1,40,16.872671,1,2002
7.222985,99,"Memoirs of an Invisible Man",5.7,0,1,0,0,0,0,40,14.358033,1,1992
73.720244,122,"Amélie",7.8,0,1,0,0,0,1,10,173.921954,0,2001
10.0403,91,"New York Minute",5.5,0,1,0,0,0,0,0,0,1,2004
15.219263,103,"Alfie",5.6,0,1,0,0,0,0,60,13.395939,1,2004
8.303696,107,"Big Miracle",6.6,0,0,1,0,0,1,40,24.719215,1,2012
4.746085,106,"The Deep End of the Ocean",5.9,0,0,1,0,0,0,38,28.1211,1,1999
6.756886,101,"FearDotCom",3.2,0,0,0,0,1,0,40,18.902015,1,2002
16.424807,109,"Cirque du Freak: The Vampire's Assistant",5.5,1,0,0,0,1,0,40,28.169671,1,2009
15.590001,89,"Duplex",5.9,1,1,0,0,1,0,40,19.322135,1,2003
5.483671,103,"Soul Men",6.3,0,1,0,0,0,0,0,0,1,2008
1.630541,115,"Raise the Titanic",5.2,1,0,1,0,1,0,0,0,1,1980
14.566664,82,"Universal Soldier: The Return",4.2,1,0,0,0,0,0,45,10.667893,1,1999
28.353517,108,"Pandorum",6.5,1,0,0,0,1,0,33,20.645327,1,2009
9.579975,102,"Impostor",6.1,1,0,0,0,1,0,40,0,1,2001
2.911819,93,"Extreme Ops",5,1,0,1,0,1,0,40,10.959475,1,2002
10.844882,88,"Just Visiting",4.8,0,1,0,0,0,0,0,0,1,2001
51.502884,107,"Sunshine",7,0,0,0,0,1,0,50,32.017803,1,2007
13.119133,91,"A Thousand Words",6,0,1,1,0,0,0,40,22.044277,1,2012
4.238482,94,"Delgo",5.4,0,1,0,1,0,0,40,0,1,2008
26.935458,115,"The Gunman",5.5,1,0,1,0,0,0,40,13.644292,1,2015
16.282962,93,"Stormbreaker",5.1,1,0,0,0,0,0,40,23.93787,1,2006
31.690456,105,"Disturbia",6.6,0,0,1,0,1,0,20,117.760134,1,2007
17.842246,107,"Hackers",6.2,1,0,1,0,1,0,20,7.563728,1,1995
8.048305,101,"The Hunting Party",6.6,1,0,1,0,1,0,0,0,1,2007
14.188982,111,"The Hudsucker Proxy",7.1,0,1,1,0,0,0,30,0,1,1994
6.884467,126,"The Warlords",6.3,1,0,1,0,0,0,40,0,0,2007
8.212018,112,"Nomad: The Warrior",4.3,1,0,0,0,0,0,25,0,1,2005
64.238688,126,"Snowpiercer",6.7,1,0,1,0,0,0,39.2,86.758912,0,2013
17.375562,90,"A Monster in Paris",6.5,0,1,0,1,0,0,25,0,0,2011
6.7698,90,"The Last Shot",5.9,1,1,0,0,0,0,0,0,1,2004
44.690107,102,"The Crow",7.3,1,0,0,0,1,0,15,94,1,1994
16.254032,159,"Baahubali: The Beginning",7.5,1,0,0,0,0,0,40,100,0,2015
37.492928,107,"The Time Traveler's Wife",6.7,0,0,1,0,0,1,39,101.229792,1,2009
18.678415,102,"Because I Said So",5.8,0,1,0,0,0,0,0,69.48549,1,2007
27.908783,87,"Frankenweenie",6.6,0,1,0,1,0,0,39,35.287788,1,2012
45.388937,119,"Serenity",7.4,1,0,0,0,1,0,39,38.869464,1,2005
2.817364,106,"Against the Ropes",4.5,0,0,1,0,0,1,39,6.61428,1,2004
22.164202,125,"Superman III",5.3,1,1,0,0,0,0,39,75.850624,1,1983
21.362949,113,"Grudge Match",6,0,1,0,0,0,0,40,44.90726,1,2013
14.8375,150,"Red Cliff",7.1,1,0,1,0,0,0,80.341,127.814609,0,2008
18.256028,108,"Sweet Home Alabama",6,0,1,0,0,0,1,30,180.622424,1,2002
22.332927,96,"The Ugly Truth",6.4,0,1,0,0,0,1,38,205.298907,1,2009
5.417787,90,"Sgt. Bilko",5.5,0,1,0,0,0,0,0,0,1,1996
24.085144,100,"Spy Kids 2: The Island of Lost Dreams",5.3,1,0,0,0,0,0,38,119.723358,1,2002
14.779041,118,"Star Trek: Generations",6.4,1,0,0,0,1,0,38,120,1,1994
19.947265,130,"The Grandmaster",6.3,1,0,1,0,0,0,3.86,64.076736,0,2013
16.801218,120,"Water for Elephants",6.7,0,0,1,0,0,1,38,114.15623,1,2011
5.057695,88,"Dragon Nest: Warriors' Dawn",6.8,0,0,0,1,0,0,40,0,0,2014
20.825781,146,"The Hurricane",7.2,0,0,1,0,0,0,50,73.956241,1,1999
11.500783,114,"Enough",6.2,0,0,1,0,1,0,38,51.801187,1,2002
13.932203,123,"Heartbreakers",5.7,0,1,0,0,0,1,35,0,1,2001
41.258487,94,"Paul Blart: Mall Cop 2",5,1,1,0,0,0,0,38,107.597242,1,2015
6.454634,102,"Angel Eyes",5.6,0,0,1,0,1,1,53,29.7,1,2001
5.257009,99,"Joe Somebody",5.5,0,1,0,0,0,0,38,0,1,2001
30.359164,133,"The Ninth Gate",6.3,0,0,0,0,1,0,38,58.401898,1,1999
3.426555,118,"Extreme Measures",5.7,0,0,1,0,1,0,38,17.380126,1,1996
11.60815,105,"Rock Star",6,0,1,1,0,0,0,57,16.991902,1,2001
18.664624,110,"Precious",6.9,0,0,1,0,0,0,10,47.536959,1,2009
10.047579,129,"White Squall",6.3,1,0,1,0,0,0,38,10.3,1,1996
46.630062,119,"Riddick",6.2,1,0,0,0,1,0,38,98.337295,1,2013
4.131546,118,"Switchback",5.8,1,0,0,0,1,0,37,6.482195,1,1997
5.641978,110,"Texas Rangers",5.4,1,0,0,0,0,0,0,0,1,2001
25.682509,137,"The Master",7,0,0,1,0,0,0,32,28.25806,1,2012
6.760922,93,"Virgin Territory",4.3,1,1,0,0,0,1,38,5.410749,1,2007
3.87823,130,"The Express",7.1,0,0,1,0,0,0,40,9.793496,1,2008
57.773583,133,"Creed",7.3,0,0,1,0,0,0,37,173.567581,1,2015
24.218358,125,"The Town",7,0,0,1,0,1,0,37,154.026136,1,2010
27.009723,110,"What to Expect When You're Expecting",5.8,0,1,1,0,0,1,40,79.7,1,2012
31.941347,96,"Burn After Reading",6.5,0,1,1,0,0,0,37,163.720069,1,2008
14.353279,96,"Nim's Island",5.6,0,1,0,0,0,0,37,100.076342,1,2008
33.003828,123,"Rush",7.7,1,0,1,0,0,0,38,90.247624,1,2013
30.993736,188,"Magnolia",7.5,0,0,1,0,0,0,37,48.451803,1,1999
25.825771,107,"Cop Out",5.3,1,1,0,0,0,0,30,55.583804,1,2010
46.078371,110,"How to Be Single",5.9,0,1,0,0,0,1,38,112.343513,1,2016
6.63839,113,"Dolphin Tale",6.7,0,0,1,0,0,0,37,95.404397,1,2011
127.084938,122,"Twilight",5.8,0,0,1,0,0,1,37,392.616625,1,2008
27.465433,116,"John Q",7,0,0,1,0,1,0,36,102.24477,1,2002
16.865782,93,"Blue Streak",6.1,1,1,0,0,0,0,65,117.7585,1,1999
100.348805,110,"We're the Millers",6.8,0,1,0,0,0,0,37,269.994119,1,2013
2.785832,115,"The Inhabited Island",5.3,1,0,0,0,1,0,36.5,21.834845,0,2008
9.176339,95,"Breakdown",6.6,1,0,1,0,1,0,36,50.159144,1,1997
23.380757,134,"Never Say Never Again",5.8,1,0,0,0,1,0,36,160,1,1983
33.926473,101,"Hot Tub Time Machine",6,0,1,0,0,0,0,36,64.572262,1,2010
6.967857,107,"Dolphin Tale 2",6.7,0,0,1,0,0,0,36,52.424533,1,2014
11.470135,124,"Reindeer Games",5.4,0,0,0,0,1,0,42,32.16897,1,2000
19.854932,109,"A Man Apart",5.8,1,0,1,0,0,0,36,44.350926,1,2003
29.652536,105,"Aloha",5.2,0,1,1,0,0,1,37,26.25002,1,2015
8.102925,130,"Ghosts of Mississippi",6.2,0,0,1,0,0,0,0,0,1,1996
