"id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
48664,"Female","Loyal Customer",39,"Business travel","Business",3781,4,4,4,4,3,5,4,5,5,5,5,3,5,5,0,0,"satisfied"
123764,"Female","Loyal Customer",30,"Business travel","Business",546,2,2,2,2,4,5,4,4,5,2,4,4,4,4,0,0,"satisfied"
42168,"Male","Loyal Customer",26,"Business travel","Business",817,2,2,4,2,5,4,5,5,4,2,3,1,3,5,0,0,"satisfied"
100047,"Male","Loyal Customer",45,"Personal Travel","Eco",289,0,4,0,3,4,0,4,4,4,3,4,4,5,4,0,0,"satisfied"
88818,"Male","Loyal Customer",36,"Business travel","Eco Plus",271,3,5,5,5,3,3,3,3,1,4,3,3,4,3,8,12,"dissatisfied"
52536,"Female","Loyal Customer",54,"Business travel","Business",110,3,3,3,3,5,4,4,5,5,5,4,4,5,4,0,0,"satisfied"
24569,"Male","Loyal Customer",39,"Personal Travel","Eco",696,3,4,3,2,1,3,1,1,4,2,5,3,5,1,2,0,"neutral"
94747,"Female","Loyal Customer",30,"Business travel","Business",2382,4,5,5,5,3,3,4,3,2,3,3,3,4,3,0,4,"neutral"
108922,"Female","Loyal Customer",57,"Personal Travel","Eco",1243,2,5,2,2,2,4,4,1,1,2,1,5,1,3,29,22,"neutral"
80495,"Male","Loyal Customer",34,"Business travel","Business",1749,1,1,1,1,5,3,5,4,4,4,4,4,4,3,84,80,"satisfied"
17745,"Male","Loyal Customer",53,"Business travel","Business",456,3,2,2,2,5,3,3,3,3,2,3,2,3,2,0,45,"neutral"
91209,"Female","Loyal Customer",44,"Personal Travel","Eco",404,3,4,3,3,2,1,3,3,3,3,3,5,3,1,7,0,"neutral"
3717,"Female","Loyal Customer",62,"Personal Travel","Eco",431,3,4,3,4,4,5,5,1,1,3,1,5,1,5,4,0,"neutral"
52528,"Male","Loyal Customer",52,"Business travel","Business",160,1,1,1,1,5,4,3,5,5,5,3,3,5,2,0,0,"satisfied"
106625,"Male","Loyal Customer",51,"Business travel","Business",2195,4,1,4,4,5,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
124882,"Male","Loyal Customer",41,"Business travel","Eco",728,2,5,5,5,2,2,2,2,3,3,4,1,4,2,0,0,"neutral"
76875,"Male","Loyal Customer",47,"Business travel","Business",3188,2,5,2,5,3,2,2,2,2,2,2,3,2,3,1,2,"dissatisfied"
57561,"Female","Loyal Customer",44,"Business travel","Business",1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,"satisfied"
3396,"Female","disloyal Customer",68,"Business travel","Business",240,2,2,2,2,3,2,4,3,2,1,2,2,2,3,0,2,"neutral"
5894,"Male","Loyal Customer",54,"Business travel","Business",3295,1,1,1,1,5,4,4,5,5,5,5,5,5,5,0,1,"satisfied"
45747,"Female","Loyal Customer",69,"Personal Travel","Business",391,2,4,2,2,2,3,5,4,4,2,2,3,4,4,0,0,"neutral"
73546,"Female","Loyal Customer",41,"Personal Travel","Eco",594,3,4,3,4,2,3,2,2,1,1,1,1,5,2,25,22,"neutral"
46889,"Male","Loyal Customer",26,"Business travel","Business",1941,2,4,4,4,2,2,2,2,4,4,4,1,4,2,0,2,"dissatisfied"
127356,"Female","Loyal Customer",66,"Personal Travel","Eco",507,2,4,2,3,2,4,5,2,2,2,2,3,2,5,0,0,"dissatisfied"
119689,"Male","disloyal Customer",39,"Business travel","Business",1303,5,5,5,3,5,5,5,5,3,2,4,3,5,5,0,0,"satisfied"
46573,"Male","Loyal Customer",62,"Business travel","Business",2239,1,1,1,1,4,3,2,5,5,5,5,1,5,4,3,3,"satisfied"
15189,"Female","Loyal Customer",46,"Business travel","Business",3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,"dissatisfied"
24886,"Male","disloyal Customer",45,"Business travel","Eco",397,2,0,2,5,1,2,1,1,4,2,1,1,4,1,8,0,"dissatisfied"
32583,"Male","Loyal Customer",31,"Business travel","Eco",101,3,5,3,3,3,3,3,3,4,5,3,4,4,3,0,0,"neutral"
65591,"Male","Loyal Customer",33,"Business travel","Business",3179,3,3,3,3,4,4,4,4,4,4,5,5,4,4,0,0,"satisfied"
103445,"Female","Loyal Customer",39,"Business travel","Business",448,5,5,5,5,2,4,4,4,4,4,4,3,4,5,15,0,"satisfied"
115323,"Female","Loyal Customer",48,"Business travel","Business",3152,2,2,3,2,2,5,5,4,4,4,4,4,4,4,19,16,"satisfied"
81824,"Female","Loyal Customer",63,"Personal Travel","Eco",1310,4,3,4,4,3,4,4,5,5,4,5,3,5,3,0,0,"dissatisfied"
55299,"Male","disloyal Customer",18,"Business travel","Eco",1381,4,4,4,4,4,4,4,4,4,4,1,3,1,4,0,2,"satisfied"
108923,"Female","Loyal Customer",44,"Personal Travel","Eco",1183,4,5,4,3,2,5,4,5,5,4,2,3,5,5,5,0,"satisfied"
65520,"Female","Loyal Customer",52,"Business travel","Business",1616,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
5990,"Female","Loyal Customer",59,"Business travel","Business",3747,3,4,3,3,3,5,5,4,4,4,4,5,4,4,59,47,"satisfied"
51739,"Female","Loyal Customer",38,"Personal Travel","Eco",598,2,0,2,3,4,2,4,4,3,5,4,3,4,4,0,0,"neutral"
13563,"Male","Loyal Customer",33,"Personal Travel","Eco",152,5,4,5,3,2,5,2,2,4,4,5,5,4,2,0,0,"satisfied"
6385,"Female","Loyal Customer",31,"Business travel","Business",3160,3,1,1,1,3,3,3,3,2,2,4,1,3,3,85,78,"neutral"
114355,"Male","Loyal Customer",49,"Business travel","Business",3965,3,3,3,3,4,4,5,3,3,3,3,4,3,5,46,31,"satisfied"
110123,"Female","Loyal Customer",52,"Business travel","Business",2490,4,4,4,4,3,4,4,2,2,2,2,3,2,4,12,0,"satisfied"
80510,"Male","Loyal Customer",49,"Business travel","Eco",1749,2,3,3,3,2,2,2,2,1,5,2,1,2,2,5,0,"dissatisfied"
28861,"Female","Loyal Customer",48,"Business travel","Business",1050,1,1,1,1,5,4,2,3,3,2,3,1,3,2,0,0,"satisfied"
8950,"Male","Loyal Customer",23,"Personal Travel","Eco",328,1,1,1,2,3,1,3,3,4,3,2,1,3,3,22,55,"neutral"
83809,"Female","Loyal Customer",50,"Business travel","Business",3354,4,4,3,4,4,5,4,5,5,5,5,4,5,3,31,29,"satisfied"
88451,"Female","Loyal Customer",27,"Business travel","Business",1550,1,5,5,5,1,1,1,1,3,1,3,4,4,1,8,7,"dissatisfied"
93084,"Female","Loyal Customer",59,"Business travel","Eco",860,3,3,5,3,1,3,4,3,3,3,3,2,3,1,5,1,"neutral"
31555,"Female","Loyal Customer",35,"Personal Travel","Eco",967,2,5,2,3,2,2,2,2,5,4,4,5,5,2,0,2,"dissatisfied"
119344,"Male","Loyal Customer",56,"Business travel","Business",214,3,1,3,3,2,5,5,4,4,4,4,5,4,4,0,55,"satisfied"
28496,"Male","Loyal Customer",48,"Business travel","Business",2451,2,5,5,5,3,4,3,2,2,3,2,2,2,1,0,0,"neutral"
8505,"Female","Loyal Customer",48,"Business travel","Business",3628,5,5,5,5,3,4,5,5,5,5,5,3,5,5,2,0,"satisfied"
9263,"Female","disloyal Customer",22,"Business travel","Business",441,4,0,4,2,2,4,5,2,3,5,4,3,5,2,0,0,"satisfied"
31662,"Male","Loyal Customer",41,"Business travel","Eco",967,5,4,4,4,5,5,5,5,5,2,4,5,1,5,11,5,"satisfied"
123135,"Male","Loyal Customer",46,"Business travel","Eco",650,3,2,2,2,3,3,3,3,4,1,4,3,3,3,0,0,"neutral"
101265,"Female","Loyal Customer",40,"Business travel","Business",3918,1,0,0,3,5,3,3,3,3,0,3,1,3,4,0,0,"dissatisfied"
5716,"Female","Loyal Customer",47,"Personal Travel","Eco",299,3,5,3,4,4,4,4,3,3,3,3,5,3,3,82,75,"neutral"
110803,"Male","Loyal Customer",33,"Personal Travel","Eco",1105,3,4,3,4,4,3,5,4,4,2,4,4,5,4,0,11,"dissatisfied"
72819,"Male","Loyal Customer",21,"Personal Travel","Eco Plus",1045,2,3,2,2,3,2,3,3,2,2,4,1,2,3,0,0,"neutral"
99104,"Male","Loyal Customer",32,"Business travel","Business",3970,4,4,4,4,5,5,5,5,4,4,5,3,4,5,0,0,"satisfied"
80328,"Male","Loyal Customer",10,"Personal Travel","Eco",746,2,5,2,4,2,4,4,5,5,4,4,4,3,4,199,185,"dissatisfied"
119226,"Female","Loyal Customer",29,"Personal Travel","Eco",331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0,"neutral"
110900,"Male","disloyal Customer",24,"Business travel","Eco",545,3,3,3,3,5,3,5,5,1,3,3,3,4,5,0,9,"neutral"
19523,"Female","disloyal Customer",26,"Business travel","Business",173,5,0,5,3,2,5,2,2,3,2,5,5,4,2,51,57,"satisfied"
46605,"Male","disloyal Customer",21,"Business travel","Eco",125,4,0,4,4,5,4,5,5,3,4,4,1,1,5,58,60,"satisfied"
25943,"Female","Loyal Customer",18,"Business travel","Eco Plus",594,1,1,1,1,1,1,2,1,3,3,4,2,4,1,1,14,"dissatisfied"
53351,"Male","disloyal Customer",46,"Business travel","Eco",908,4,4,4,3,3,4,3,3,5,4,5,2,5,3,37,46,"neutral"
128695,"Male","disloyal Customer",24,"Business travel","Business",1235,5,0,5,4,5,5,4,5,4,2,5,5,5,5,0,0,"satisfied"
113426,"Female","disloyal Customer",34,"Business travel","Eco",488,2,0,2,4,5,2,5,5,2,2,3,4,4,5,22,17,"neutral"
108444,"Male","disloyal Customer",22,"Business travel","Eco",1444,1,1,1,4,1,1,1,1,3,5,3,4,3,1,0,7,"dissatisfied"
52877,"Male","Loyal Customer",21,"Business travel","Business",836,3,3,3,3,5,5,5,5,1,1,4,3,5,5,0,0,"satisfied"
95476,"Male","Loyal Customer",40,"Business travel","Business",1679,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,"satisfied"
107903,"Male","Loyal Customer",60,"Business travel","Business",3126,2,1,1,1,3,4,3,2,2,3,2,1,2,4,81,93,"neutral"
117197,"Female","Loyal Customer",23,"Personal Travel","Eco",647,4,5,4,4,5,4,5,5,1,2,3,4,1,5,4,0,"dissatisfied"
58234,"Male","Loyal Customer",37,"Personal Travel","Eco",925,2,4,2,5,2,2,2,2,3,3,4,5,4,2,1,7,"neutral"
120617,"Male","disloyal Customer",27,"Business travel","Business",280,5,5,5,2,4,5,4,4,3,2,4,5,4,4,36,35,"satisfied"
24055,"Male","Loyal Customer",63,"Personal Travel","Eco",427,4,1,4,3,1,4,1,1,4,5,3,2,4,1,0,0,"satisfied"
123045,"Male","Loyal Customer",41,"Business travel","Business",3494,3,3,3,3,2,5,5,5,5,5,5,5,5,3,86,94,"satisfied"
78912,"Female","disloyal Customer",52,"Business travel","Business",930,2,2,2,3,2,2,2,2,5,4,4,3,5,2,0,0,"satisfied"
6548,"Female","Loyal Customer",59,"Business travel","Business",618,1,1,1,1,5,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
4403,"Female","Loyal Customer",10,"Business travel","Eco Plus",618,2,5,2,5,2,2,3,2,4,5,3,4,3,2,0,0,"neutral"
92037,"Male","Loyal Customer",19,"Business travel","Business",1589,4,4,4,4,5,5,5,5,3,2,5,4,4,5,0,0,"satisfied"
89908,"Female","Loyal Customer",39,"Business travel","Eco",1501,2,5,5,5,2,2,2,2,2,3,3,1,4,2,3,8,"dissatisfied"
104970,"Male","Loyal Customer",41,"Business travel","Business",3019,3,3,3,3,5,5,5,4,4,4,4,4,4,3,23,9,"satisfied"
129096,"Male","disloyal Customer",19,"Business travel","Eco",1304,3,3,3,4,3,2,1,2,4,4,4,1,1,1,0,18,"dissatisfied"
95251,"Female","Loyal Customer",54,"Personal Travel","Eco",319,5,4,5,3,1,1,4,2,2,5,2,1,2,4,0,0,"satisfied"
118577,"Female","Loyal Customer",65,"Business travel","Business",325,2,4,4,4,1,4,3,2,2,2,2,1,2,2,85,66,"dissatisfied"
106999,"Male","Loyal Customer",41,"Personal Travel","Eco",937,3,5,3,3,4,3,4,4,4,5,5,3,5,4,7,0,"dissatisfied"
123211,"Female","Loyal Customer",63,"Personal Travel","Eco",600,1,1,1,3,1,3,2,3,3,1,3,3,3,2,0,0,"neutral"
46135,"Female","Loyal Customer",25,"Business travel","Eco",627,5,3,3,3,5,5,5,5,5,4,1,5,1,5,0,29,"satisfied"
23026,"Male","Loyal Customer",54,"Business travel","Business",1080,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0,"satisfied"
52527,"Female","Loyal Customer",40,"Business travel","Eco",110,5,5,5,5,5,5,5,5,5,3,5,3,1,5,0,0,"satisfied"
104813,"Male","Loyal Customer",69,"Personal Travel","Eco",587,1,5,1,2,3,1,3,3,3,2,5,5,5,3,48,41,"neutral"
86794,"Female","Loyal Customer",47,"Business travel","Business",692,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,0,"satisfied"
128757,"Male","Loyal Customer",31,"Business travel","Business",1956,4,4,4,4,4,4,4,4,5,2,5,5,4,4,0,5,"satisfied"
122439,"Female","Loyal Customer",20,"Business travel","Business",1916,4,4,4,4,5,5,5,5,5,5,4,5,5,5,109,87,"satisfied"
102780,"Female","disloyal Customer",27,"Business travel","Eco",1099,1,1,1,4,3,1,3,3,1,3,4,4,3,3,6,8,"dissatisfied"
4656,"Female","disloyal Customer",24,"Business travel","Business",364,4,0,4,3,2,4,2,2,5,2,4,5,5,2,0,0,"satisfied"
8213,"Female","Loyal Customer",50,"Business travel","Eco",125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0,"neutral"
80910,"Male","Loyal Customer",50,"Business travel","Business",352,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0,"satisfied"
73030,"Male","Loyal Customer",37,"Personal Travel","Eco",1096,2,1,2,1,2,2,1,2,1,1,1,3,2,2,0,0,"neutral"
13357,"Male","Loyal Customer",15,"Business travel","Business",1619,1,4,5,4,1,1,1,1,3,4,3,2,3,1,90,94,"dissatisfied"
105154,"Male","Loyal Customer",23,"Business travel","Business",2323,5,5,5,5,4,4,4,4,5,2,2,3,2,4,0,0,"satisfied"
84186,"Male","disloyal Customer",18,"Business travel","Eco",432,2,4,2,3,2,2,2,2,3,2,4,3,3,2,0,0,"dissatisfied"
98756,"Male","Loyal Customer",30,"Business travel","Business",2075,3,5,5,5,3,3,3,3,1,2,1,1,2,3,26,40,"neutral"
90304,"Female","Loyal Customer",26,"Personal Travel","Eco",773,2,5,2,1,1,2,1,1,3,2,4,5,5,1,0,0,"neutral"
10807,"Male","Loyal Customer",59,"Business travel","Eco",224,2,2,2,2,2,2,2,2,2,5,4,4,3,2,116,128,"neutral"
85341,"Female","disloyal Customer",24,"Business travel","Eco",696,1,1,1,4,5,1,4,5,4,4,5,3,5,5,0,0,"neutral"
6549,"Female","disloyal Customer",27,"Business travel","Business",473,4,4,4,3,1,4,1,1,4,2,4,3,5,1,62,60,"satisfied"
63549,"Female","Loyal Customer",47,"Personal Travel","Eco",1009,2,4,2,4,5,5,2,4,4,2,4,3,4,1,2,0,"neutral"
67901,"Male","Loyal Customer",65,"Personal Travel","Eco",1235,4,5,4,1,5,4,5,5,5,5,5,5,4,5,0,0,"satisfied"
121273,"Female","Loyal Customer",48,"Business travel","Business",2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
58965,"Male","disloyal Customer",49,"Business travel","Business",1726,2,2,2,3,2,2,2,4,4,2,3,2,4,2,133,147,"dissatisfied"
80512,"Male","Loyal Customer",36,"Personal Travel","Eco",1749,2,4,2,4,5,2,3,5,2,2,4,1,3,5,23,41,"neutral"
80957,"Male","Loyal Customer",63,"Business travel","Business",3182,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
64536,"Female","Loyal Customer",45,"Business travel","Business",469,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,"satisfied"
43930,"Male","Loyal Customer",54,"Personal Travel","Eco",255,2,5,2,2,1,2,2,1,3,3,4,3,4,1,0,0,"dissatisfied"
72253,"Female","Loyal Customer",54,"Business travel","Business",2592,5,5,5,5,5,4,5,5,5,5,5,3,5,3,8,6,"satisfied"
61064,"Male","disloyal Customer",22,"Business travel","Eco",1071,3,3,3,4,2,3,2,2,4,1,3,3,4,2,3,34,"dissatisfied"
105722,"Male","disloyal Customer",40,"Business travel","Eco",925,3,3,3,4,5,3,5,5,4,2,4,1,4,5,23,22,"neutral"
52513,"Female","Loyal Customer",42,"Business travel","Business",110,0,4,0,3,5,2,2,4,4,4,2,2,4,2,0,0,"satisfied"
46274,"Female","Loyal Customer",36,"Personal Travel","Eco",594,3,1,3,4,1,3,1,1,1,5,3,1,3,1,86,106,"neutral"
76858,"Female","Loyal Customer",22,"Personal Travel","Eco",1195,4,2,4,3,4,4,4,4,2,3,2,3,4,4,0,8,"dissatisfied"
42897,"Male","disloyal Customer",33,"Business travel","Eco",422,1,1,1,3,5,1,5,5,1,2,3,3,4,5,0,0,"dissatisfied"
62250,"Male","Loyal Customer",55,"Personal Travel","Eco",2425,2,4,2,1,5,2,5,5,3,5,3,4,4,5,0,0,"dissatisfied"
44846,"Female","Loyal Customer",60,"Personal Travel","Eco",760,2,5,2,2,5,4,5,4,4,2,4,4,4,3,61,56,"neutral"
17096,"Female","Loyal Customer",30,"Business travel","Business",1604,3,3,3,3,4,4,4,4,1,1,2,4,5,4,0,0,"satisfied"
10698,"Male","Loyal Customer",29,"Business travel","Business",74,2,2,2,2,2,2,2,2,2,3,4,2,4,2,0,0,"neutral"
72767,"Male","Loyal Customer",41,"Business travel","Business",1045,3,3,3,3,4,5,5,5,5,5,5,4,5,3,61,65,"satisfied"
78768,"Female","Loyal Customer",44,"Business travel","Business",1681,3,4,2,2,1,4,4,3,3,2,3,2,3,3,0,9,"neutral"
114580,"Male","Loyal Customer",60,"Business travel","Business",3162,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0,"satisfied"
87570,"Female","Loyal Customer",33,"Business travel","Business",432,3,3,3,3,5,5,5,5,5,5,5,5,5,3,0,0,"satisfied"
51517,"Female","Loyal Customer",56,"Business travel","Eco",425,2,5,5,5,4,1,2,2,2,2,2,3,2,2,0,0,"satisfied"
18205,"Female","Loyal Customer",53,"Business travel","Business",2450,1,1,1,1,4,2,3,4,4,4,4,4,4,5,2,43,"satisfied"
86775,"Female","Loyal Customer",44,"Business travel","Business",484,1,0,0,4,1,4,3,2,2,0,2,2,2,2,0,0,"dissatisfied"
105325,"Female","Loyal Customer",55,"Business travel","Business",1757,4,4,4,4,5,5,4,5,5,4,5,3,5,4,11,28,"satisfied"
66125,"Female","disloyal Customer",34,"Business travel","Eco",583,2,0,3,1,4,3,4,4,4,2,3,3,3,4,0,0,"neutral"
27195,"Male","Loyal Customer",48,"Business travel","Business",2182,2,2,2,2,1,4,4,4,4,4,4,4,4,4,0,0,"satisfied"
87975,"Male","Loyal Customer",45,"Business travel","Business",3246,1,1,1,1,5,5,4,2,2,2,2,4,2,4,0,0,"satisfied"
70671,"Female","Loyal Customer",60,"Business travel","Business",2644,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
26486,"Female","Loyal Customer",13,"Personal Travel","Eco Plus",842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0,"dissatisfied"
52173,"Female","Loyal Customer",55,"Business travel","Business",3332,2,2,2,2,3,3,3,4,4,4,4,2,4,1,0,3,"satisfied"
111378,"Male","disloyal Customer",27,"Business travel","Business",1111,2,3,3,4,5,3,5,5,2,5,3,3,4,5,0,0,"dissatisfied"
37471,"Female","disloyal Customer",31,"Business travel","Eco",1056,2,2,2,4,2,2,2,2,3,4,3,5,2,2,0,0,"dissatisfied"
120198,"Male","Loyal Customer",51,"Business travel","Business",1303,4,4,4,4,3,4,5,3,3,3,3,5,3,5,0,0,"satisfied"
127295,"Male","Loyal Customer",42,"Business travel","Eco Plus",707,1,5,5,5,1,1,1,1,2,4,3,1,3,1,32,34,"neutral"
50286,"Male","Loyal Customer",33,"Business travel","Business",1953,4,2,2,2,2,2,4,2,1,4,4,4,4,2,34,37,"neutral"
37993,"Female","Loyal Customer",28,"Business travel","Business",3308,2,2,2,2,4,4,4,4,4,3,5,5,4,4,0,0,"satisfied"
96570,"Female","disloyal Customer",72,"Business travel","Business",333,5,5,5,1,3,5,3,3,3,2,4,3,4,3,0,0,"satisfied"
50765,"Female","Loyal Customer",11,"Personal Travel","Eco",373,2,4,2,3,4,2,4,4,4,1,3,4,4,4,8,3,"dissatisfied"
1149,"Female","Loyal Customer",63,"Personal Travel","Eco",282,1,5,1,4,3,4,4,4,4,1,4,3,4,4,35,28,"neutral"
42423,"Female","Loyal Customer",32,"Personal Travel","Eco Plus",451,2,5,2,4,4,2,4,4,3,4,3,2,5,4,39,37,"neutral"
46061,"Female","Loyal Customer",59,"Business travel","Eco Plus",996,1,1,1,1,3,3,4,1,1,1,1,1,1,4,3,0,"neutral"
5930,"Male","Loyal Customer",26,"Personal Travel","Eco",173,2,4,2,3,5,2,5,5,4,4,2,3,1,5,0,0,"neutral"
40462,"Female","disloyal Customer",25,"Business travel","Eco",222,2,1,2,2,3,2,5,3,2,2,2,2,2,3,0,5,"neutral"
87907,"Female","Loyal Customer",47,"Business travel","Business",2351,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
84404,"Male","Loyal Customer",15,"Business travel","Business",606,2,5,5,5,2,2,2,2,4,1,3,4,3,2,0,0,"neutral"
6844,"Male","Loyal Customer",41,"Business travel","Business",2635,3,3,3,3,2,4,4,3,3,4,3,3,3,4,58,57,"satisfied"
80467,"Female","Loyal Customer",77,"Business travel","Business",3167,2,4,4,4,4,3,2,2,2,2,2,1,2,1,0,0,"neutral"
4711,"Female","disloyal Customer",21,"Business travel","Business",364,2,2,2,4,3,2,3,3,2,1,4,2,3,3,0,8,"dissatisfied"
8397,"Female","Loyal Customer",26,"Personal Travel","Eco",888,4,5,4,4,5,4,5,5,3,4,5,3,4,5,36,35,"dissatisfied"
79743,"Female","Loyal Customer",30,"Business travel","Eco Plus",762,1,3,3,3,1,1,1,1,4,5,4,4,3,1,0,0,"neutral"
107586,"Female","Loyal Customer",45,"Business travel","Business",423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,"neutral"
92754,"Male","Loyal Customer",61,"Personal Travel","Eco",1276,2,4,2,3,4,2,3,4,5,4,4,5,5,4,0,0,"neutral"
33322,"Male","Loyal Customer",45,"Business travel","Business",2409,2,2,2,2,3,3,3,5,5,5,5,1,5,4,0,0,"satisfied"
84141,"Male","Loyal Customer",22,"Personal Travel","Eco",782,3,1,3,4,3,3,3,3,4,3,3,3,3,3,3,0,"dissatisfied"
5431,"Female","Loyal Customer",42,"Business travel","Business",265,2,2,5,2,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
75051,"Female","disloyal Customer",26,"Business travel","Eco",1457,2,2,2,3,3,2,3,3,2,5,3,1,3,3,0,20,"dissatisfied"
14200,"Female","Loyal Customer",23,"Business travel","Business",1973,2,5,5,5,2,2,2,2,3,1,2,1,3,2,0,0,"dissatisfied"
113153,"Male","disloyal Customer",24,"Business travel","Eco",677,1,1,1,4,4,1,4,4,5,2,4,3,5,4,7,0,"dissatisfied"
15136,"Male","Loyal Customer",55,"Business travel","Business",2472,3,3,3,3,2,5,5,4,4,4,4,5,4,1,0,0,"satisfied"
60462,"Male","Loyal Customer",57,"Business travel","Business",862,3,2,2,2,4,3,3,3,3,3,3,3,3,4,3,8,"neutral"
123828,"Female","disloyal Customer",24,"Business travel","Business",541,5,0,5,1,5,1,1,4,3,4,4,1,5,1,126,140,"satisfied"
118073,"Female","Loyal Customer",26,"Personal Travel","Eco Plus",1262,3,4,3,3,4,3,2,4,3,2,5,5,4,4,44,21,"dissatisfied"
46593,"Male","Loyal Customer",30,"Business travel","Business",125,1,5,5,5,3,3,1,3,3,2,3,4,3,3,0,0,"dissatisfied"
111108,"Female","Loyal Customer",23,"Personal Travel","Eco Plus",197,3,5,3,5,5,3,5,5,3,3,5,5,5,5,0,0,"neutral"
31679,"Male","Loyal Customer",56,"Business travel","Eco",776,2,2,2,2,2,2,2,2,4,5,3,1,3,2,0,0,"dissatisfied"
76622,"Male","Loyal Customer",49,"Business travel","Business",2735,0,5,0,5,4,1,2,1,1,1,1,5,1,5,0,0,"satisfied"
58749,"Female","disloyal Customer",52,"Business travel","Business",864,5,5,5,2,2,5,2,2,4,4,4,3,5,2,0,0,"satisfied"
58928,"Male","Loyal Customer",16,"Personal Travel","Eco",888,4,4,4,4,2,4,4,2,5,5,4,5,4,2,0,0,"satisfied"
129,"Male","Loyal Customer",67,"Personal Travel","Eco",562,4,2,4,4,2,4,2,2,4,3,4,1,3,2,0,0,"neutral"
106335,"Male","Loyal Customer",48,"Personal Travel","Eco",825,2,5,2,4,1,2,1,1,4,4,5,5,4,1,0,6,"neutral"
96282,"Female","Loyal Customer",65,"Personal Travel","Eco",687,1,4,1,3,2,5,5,1,1,1,1,3,1,4,0,0,"neutral"
119888,"Male","Loyal Customer",30,"Personal Travel","Eco",912,3,4,4,2,4,4,3,4,5,3,5,4,5,4,0,7,"neutral"
26903,"Male","Loyal Customer",45,"Business travel","Business",1770,2,3,2,2,4,3,4,1,1,2,1,2,1,1,0,0,"satisfied"
59817,"Female","Loyal Customer",48,"Personal Travel","Business",1065,3,5,3,5,4,5,4,4,4,3,5,5,4,5,0,0,"dissatisfied"
43265,"Female","Loyal Customer",42,"Business travel","Eco",436,2,4,4,4,1,4,4,2,2,2,2,3,2,4,0,0,"satisfied"
13901,"Male","Loyal Customer",46,"Business travel","Business",3821,0,3,0,4,1,2,2,3,3,3,3,4,3,1,0,0,"satisfied"
113152,"Male","disloyal Customer",16,"Business travel","Eco",889,3,3,3,3,1,3,1,1,1,5,4,1,4,1,6,5,"dissatisfied"
59068,"Female","Loyal Customer",40,"Business travel","Business",1726,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0,"satisfied"
67259,"Male","Loyal Customer",68,"Personal Travel","Eco",1121,5,4,5,3,3,5,3,3,4,5,5,4,4,3,0,0,"satisfied"
103499,"Male","Loyal Customer",21,"Business travel","Business",1047,3,3,3,3,4,5,4,4,4,2,4,3,4,4,2,6,"satisfied"
8664,"Female","Loyal Customer",55,"Business travel","Business",280,2,5,3,3,5,2,2,2,2,2,2,3,2,2,0,9,"neutral"
18960,"Female","disloyal Customer",25,"Business travel","Eco Plus",500,1,1,1,3,5,1,5,5,1,1,4,2,4,5,0,7,"neutral"
74883,"Male","Loyal Customer",57,"Business travel","Business",2586,3,3,3,3,4,4,4,5,5,5,5,5,5,3,0,0,"satisfied"
125144,"Female","Loyal Customer",23,"Business travel","Business",1999,4,4,4,4,5,5,5,5,5,2,5,4,4,5,1,4,"satisfied"
29335,"Female","Loyal Customer",8,"Personal Travel","Eco",933,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0,1,"dissatisfied"
71561,"Female","Loyal Customer",28,"Business travel","Business",2233,1,1,1,1,4,4,4,4,4,4,5,5,4,4,0,13,"satisfied"
18480,"Male","Loyal Customer",55,"Business travel","Eco",262,4,5,5,5,4,4,4,4,2,2,1,1,4,4,5,0,"satisfied"
29029,"Male","Loyal Customer",57,"Business travel","Eco",297,2,5,5,5,3,2,3,3,2,5,4,1,3,3,0,0,"neutral"
